CPU 1 YBLPVDAKDLWAPP1,Combined System Load
2019-01-05 6:10:04,-8.138980323
2019-01-05 13:00:06,-286.940692
2019-01-05 23:30:09,-8.639146396
2019-01-05 19:20:07,-9.340784747
2019-01-05 15:00:06,21.46050758
2019-01-05 14:50:06,-82.74035145
2019-01-05 4:30:03,-213.6444164
2019-01-05 11:40:05,217.360842
2019-01-05 14:10:06,57.0612278
2019-01-05 17:30:07,-302.5397404
2019-01-05 22:40:08,260.4608791
2019-01-05 21:00:08,295.6607296
2019-01-05 8:40:04,339.4587971
2019-01-05 2:20:03,-320.3392953
2019-01-05 21:20:08,253.1588604
2019-01-05 9:10:04,-322.1384852
2019-01-05 14:50:06,-193.8438486
2019-01-05 5:40:03,-264.2397884
2019-01-05 6:40:04,-193.1389328
2019-01-05 17:30:07,-9.939186084
2019-01-05 3:40:03,-130.1395595
2019-01-05 15:50:06,-260.9394284
2019-01-05 0:10:02,-218.9397263
2019-01-05 0:20:02,-104.0394104
2019-01-05 11:10:05,-370.6398577
2019-01-05 18:10:07,-313.4402653
2019-01-05 15:20:06,-367.9394192
2019-01-05 5:20:03,271.8607029
2019-01-05 15:00:06,-223.9396512
2019-01-05 0:30:02,-22.34016613
2019-01-05 14:10:06,174.2610979
2019-01-05 10:50:05,-135.0396382
2019-01-05 23:50:09,-61.94093482
2019-01-05 16:50:07,-245.3399407
2019-01-05 23:00:08,-305.4395658
2019-01-05 1:30:02,123.3608083
2019-01-05 13:30:06,-17.43861531
2019-01-05 7:50:04,56.96088831
2019-01-05 5:20:03,-47.73876982
2019-01-05 17:40:07,54.36093623
2019-01-05 23:00:08,7.060367609
2019-01-05 4:20:03,-75.93942912
2019-01-05 16:00:06,345.0607884
2019-01-05 4:50:03,59.36031832
2019-01-05 14:50:06,-114.0389183
2019-01-05 2:40:03,-301.1414652
2019-01-05 3:10:03,-94.13992182
2019-01-05 18:10:07,-227.1394647
2019-01-05 2:00:02,-294.0389807
2019-01-05 2:30:03,-49.04124944
2019-01-05 6:50:04,-140.0394113
2019-01-05 10:10:05,-12.63952824
2019-01-05 17:10:07,279.660685
2019-01-05 13:40:06,-17.33899641
2019-01-05 22:30:08,542.4609056
2019-01-05 2:40:03,-102.239705
2019-01-05 17:10:07,-169.5390818
2019-01-05 4:30:03,27.16111891
2019-01-05 15:30:06,252.458898
2019-01-05 6:50:04,-237.3400711
2019-01-05 10:00:05,-185.1386959
2019-01-05 12:50:06,77.95999471
2019-01-05 7:40:04,-132.239977
2019-01-05 10:40:05,39.26064049
2019-01-05 5:50:03,409.9605928
2019-01-05 23:40:09,-276.1396638
2019-01-05 6:30:04,-83.44023569
2019-01-05 8:00:04,149.8609675
2019-01-05 16:00:06,-97.93970647
2019-01-05 10:50:05,22.6591823
2019-01-05 21:10:08,541.8606807
2019-01-05 6:40:04,-53.0392111
2019-01-05 22:20:08,-190.9392326
2019-01-05 2:30:03,123.4601709
2019-01-05 11:20:05,-282.4397446
2019-01-05 19:00:07,-350.4394487
2019-01-05 5:30:03,263.459965
2019-01-05 19:30:07,-57.33948199
2019-01-05 3:20:03,7.061092375
2019-01-05 17:50:07,186.4612089
2019-01-05 2:50:03,-30.9395984
2019-01-05 5:00:03,-6.839591925
2019-01-05 11:50:05,130.8606933
2019-01-05 6:20:04,122.1616072
2019-01-05 23:50:09,-102.0397037
2019-01-05 2:40:03,74.36065135
2019-01-05 21:50:08,-78.63886965
2019-01-05 18:20:07,-52.13949111
2019-01-05 13:10:06,71.35687636
2019-01-05 20:30:08,141.2609305
2019-01-05 9:20:04,-118.9397984
2019-01-05 16:10:06,278.0610239
2019-01-05 17:10:07,305.6607972
2019-01-05 15:30:06,42.85964902
2019-01-05 21:40:08,342.6603462
2019-01-05 13:50:06,-153.3404239
2019-01-05 7:30:04,261.1592543
2019-01-05 9:20:04,274.1596389
2019-01-05 10:20:05,116.8591259
2019-01-05 19:40:07,33.96070598
2019-01-05 17:50:07,47.96015847
2019-01-05 5:20:03,-204.9390528
2019-01-05 2:30:03,-72.63919138
2019-01-05 15:00:06,16.36097271
2019-01-05 16:20:07,-203.8396478
2019-01-05 22:10:08,268.9593207
2019-01-05 2:40:03,51.86003479
2019-01-05 4:50:03,-97.43942606
2019-01-05 17:30:07,236.7609601
2019-01-05 8:30:04,215.2600172
2019-01-05 13:50:06,-165.3384022
2019-01-05 14:30:06,70.06074566
2019-01-05 17:00:07,-26.9393615
2019-01-05 3:40:03,-89.04035485
2019-01-05 18:40:07,-236.3398157
2019-01-05 2:40:03,-111.0383924
2019-01-05 18:10:07,-307.3393315
2019-01-05 23:10:08,-48.93878982
2019-01-05 16:50:07,-58.53903398
2019-01-05 23:30:09,62.15915368
2019-01-05 18:20:07,-268.8400037
2019-01-05 7:40:04,-135.3394054
2019-01-05 21:30:08,130.361411
2019-01-05 19:20:07,569.7565666
2019-01-05 6:00:03,53.46098734
2019-01-05 8:00:04,-198.7385921
2019-01-05 23:20:08,-78.13977706
2019-01-05 2:40:03,0.2609351531
2019-01-05 11:30:05,-5.139142957
2019-01-05 10:10:05,-5.039189934
2019-01-05 16:20:07,160.560999
2019-01-05 2:00:02,216.8613866
2019-01-05 14:50:06,-196.2415
2019-01-05 6:30:04,-92.2396361
2019-01-05 9:00:04,-2.039534947
2019-01-05 5:10:03,26.56108239
2019-01-05 21:50:08,-347.6396597
2019-01-05 6:10:04,81.06052548
2019-01-05 11:50:05,84.36094998
2019-01-05 17:30:07,-77.63906009
2019-01-05 8:30:04,-287.239321
2019-01-05 2:10:02,-193.9384396
2019-01-05 12:20:05,-26.54397135
2019-01-05 22:50:08,126.4610049
2019-01-05 20:40:08,523.8609793
2019-01-05 1:40:02,-179.43893
2019-01-05 12:10:05,135.0611914
2019-01-05 8:20:04,180.8606258
2019-01-05 7:40:04,-65.93924153
2019-01-05 15:50:06,-92.93901704
2019-01-05 19:50:07,-69.63839942
2019-01-05 12:20:05,-258.8389565
2019-01-05 5:50:03,18.86098527
2019-01-05 5:00:03,80.46107788
2019-01-05 18:40:07,-134.7385934
2019-01-05 21:10:08,-9.240147254
2019-01-05 17:30:07,-281.4389174
2019-01-05 14:40:06,155.4604868
2019-01-05 8:40:04,-371.0396676
2019-01-05 19:10:07,-118.5386302
2019-01-05 20:40:08,-220.9390878
2019-01-05 9:40:05,-216.6417931
2019-01-05 22:20:08,235.1602957
2019-01-05 17:40:07,112.1610507
2019-01-05 7:10:04,211.2605321
2019-01-05 11:00:05,233.7610838
2019-01-05 23:20:08,-64.2396194
2019-01-05 11:50:05,-258.1396928
2019-01-05 19:30:07,25.46076781
2019-01-05 0:30:02,72.55936023
2019-01-05 10:40:05,-173.1398095
2019-01-05 2:40:03,369.8602999
2019-01-05 21:10:08,-153.0389399
2019-01-05 21:40:08,358.7599788
2019-01-05 17:00:07,109.9609532
2019-01-05 6:30:04,453.6613907
2019-01-05 1:40:02,-227.3390942
2019-01-05 11:20:05,61.96071395
2019-01-05 6:50:04,-123.6392045
2019-01-05 8:20:04,-255.7388405
2019-01-05 12:50:06,-87.63906722
2019-01-05 10:30:05,-277.1391637
2019-01-05 9:50:05,-100.1402389
2019-01-05 2:40:03,-23.63959464
2019-01-05 1:20:02,-260.9416906
2019-01-05 19:00:07,-0.938793183
2019-01-05 9:10:04,233.3597005
2019-01-05 14:20:06,-185.3398186
2019-01-05 16:10:06,121.860947
2019-01-05 1:20:02,97.3601807
2019-01-05 22:20:08,-288.3392685
2019-01-05 23:50:09,-145.4398029
2019-01-05 5:30:03,347.3605471
2019-01-05 9:50:05,222.059154
2019-01-05 11:00:05,267.8589043
2019-01-05 5:40:03,295.6614188
2019-01-05 20:50:08,205.3608124
2019-01-05 22:50:08,477.2605751
2019-01-05 2:20:03,-173.2392304
2019-01-05 13:50:06,-53.33965999
2019-01-05 7:10:04,138.3609222
2019-01-05 10:00:05,4.360369023
2019-01-05 18:00:07,46.65799786
